2025-07-26 22:40:34 | INFO     | server:start_hls:186 - HLS 스트리밍과 객체 감지가 시작되었습니다.
2025-07-26 22:41:56 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:41:59 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:02 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:05 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:08 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:12 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:15 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:18 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:21 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:24 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:27 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:30 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:33 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:36 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:39 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:42 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:46 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:49 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:53 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:56 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:42:58 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:01 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:04 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:07 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:10 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:13 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:16 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:20 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:23 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:26 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:29 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:32 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:35 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:38 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:41 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:44 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:47 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:51 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:54 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:43:57 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:00 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:03 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:06 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:09 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:12 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:15 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:18 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:21 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:25 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:28 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:31 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:34 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:37 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:40 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:43 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:46 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:49 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:52 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
2025-07-26 22:44:56 | ERROR    | server:detect_objects_in_frame:121 - 객체 감지 중 오류 발생: 403 Client Error: Forbidden for url: https://detect.roboflow.com/construction-vehicle-detection-pxc7c/2?api_key=qBE2GZub5BHSYkysR1kg&name=YOUR_IMAGE.jpg&overlap=30&confidence=40&stroke=1&labels=false&format=json
